# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
83.65,6549.6,-48.046,0.13172,48.113,0.14997,1770,3.0334,1770,0.098192,1.869,0.071703,32.9,-105.98,9.7752,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.15308,8382764,0,329.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058979,NaN,NaN,NaN,NaN,1.5852,-28.054,432.99,314.3,0.5,0.33783
84.15,6525.6,-47.981,0.13063,48.046,0.13141,1769.1,3.033,1769.1,0.098232,1.8619,0.014232,32.9,-105.98,9.7753,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.15282,8389302,0,329.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058896,NaN,NaN,NaN,NaN,1.8285,-27.897,434.42,314.39,0.5,0.33789
84.65,6501.6,-47.915,0.13039,47.983,0.1653,1768.1,3.0326,1768.1,0.098273,1.9127,0.1016,32.9,-105.98,9.7754,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.15258,8396486,0,329.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058815,NaN,NaN,NaN,NaN,2.3824,-27.741,435.85,314.49,0.5,0.33801
85.15,6477.7,-47.851,0.12902,47.916,0.13759,1767.2,3.0323,1767.2,0.098314,1.9366,0.047795,32.9,-105.98,9.7755,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.15232,8402710,0,329.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058739,NaN,NaN,NaN,NaN,2.1723,-27.585,437.28,314.58,0.5,0.33808
85.65,6453.8,-47.787,0.12805,47.851,0.12897,1766.2,3.0319,1766.2,0.098356,1.9289,0.015392,32.9,-105.98,9.7755,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.15206,8409188,0,329.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058662,NaN,NaN,NaN,NaN,1.8905,-27.43,438.7,314.68,0.5,0.33812
86.15,6429.9,-47.723,0.12725,47.787,0.1273,1765.2,3.0315,1765.2,0.098398,1.9308,0.003818,32.9,-105.98,9.7756,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.15181,8415753,0,329.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058583,NaN,NaN,NaN,NaN,1.9755,-27.274,440.12,314.77,0.5,0.33817
86.65,6406,-47.659,0.12805,47.723,0.13447,1764.3,3.0312,1764.3,0.09844,1.9103,0.041052,32.9,-105.98,9.7757,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.15157,8423643,0,329.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058505,NaN,NaN,NaN,NaN,1.7611,-27.119,441.61,314.86,0.5,0.33823
87.15,6382.2,-47.595,0.12876,47.66,0.1335,1763.3,3.0308,1763.3,0.098482,1.9279,0.035232,32.9,-105.98,9.7758,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.15132,8431553,0,329.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058425,NaN,NaN,NaN,NaN,2.1079,-26.964,443.11,314.96,0.5,0.3383
87.65,6358.4,-47.53,0.12917,47.595,0.13678,1762.3,3.0304,1762.3,0.098524,1.9504,0.044988,32.9,-105.98,9.7758,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.15107,8439295,0,329.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058348,NaN,NaN,NaN,NaN,2.1721,-26.809,444.61,315.05,0.5,0.33835
88.15,6334.7,-47.466,0.12931,47.531,0.13959,1761.4,3.0301,1761.4,0.098567,1.9767,0.052581,32.9,-105.98,9.7759,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.15082,8446874,0,329.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058271,NaN,NaN,NaN,NaN,2.2306,-26.655,446.11,315.15,0.5,0.33843
88.65,6311,-47.401,0.12907,47.466,0.13126,1760.4,3.0297,1760.4,0.09861,1.9886,0.02385,32.9,-105.98,9.776,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.15057,8454170,0,329.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058193,NaN,NaN,NaN,NaN,2.1188,-26.501,447.6,315.24,0.5,0.33849
89.15,6287.3,-47.337,0.12886,47.401,0.13299,1759.4,3.0293,1759.4,0.098654,2.005,0.032909,32.9,-105.98,9.776,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.15032,8461500,0,329.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058115,NaN,NaN,NaN,NaN,2.1739,-26.346,449.1,315.33,0.5,0.33854
89.65,6263.6,-47.272,0.12841,47.337,0.1285,1758.4,3.029,1758.4,0.098699,2.0075,0.004839,32.9,-105.98,9.7761,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.15007,8468640,0,329.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058038,NaN,NaN,NaN,NaN,2.0559,-26.192,450.59,315.43,0.5,0.3386
90.15,6240,-47.208,0.12795,47.272,0.12886,1757.4,3.0286,1757.4,0.098743,1.9998,0.015342,32.9,-105.98,9.7762,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.14982,8475756,0,329.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0057959,NaN,NaN,NaN,NaN,1.9619,-26.039,452.07,315.52,0.5,0.33866
90.65,6216.4,-47.145,0.12745,47.209,0.13273,1756.4,3.0282,1756.4,0.098787,1.9813,0.037064,32.9,-105.98,9.7763,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.14958,8482831,0,329.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0057881,NaN,NaN,NaN,NaN,1.8507,-25.885,453.56,315.61,0.5,0.33872
91.15,6192.9,-47.081,0.12697,47.146,0.14273,1755.4,3.0279,1755.4,0.09883,1.9487,0.065193,32.9,-105.98,9.7763,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.14933,8489903,0,329.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0057801,NaN,NaN,NaN,NaN,1.6984,-25.732,455.05,315.71,0.5,0.33878
91.65,6169.4,-47.018,0.12652,47.083,0.15247,1754.4,3.0275,1754.4,0.098873,1.9912,0.085091,32.9,-105.98,9.7764,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.14909,8496993,0,329.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0057721,NaN,NaN,NaN,NaN,2.3806,-25.579,456.53,315.8,0.5,0.33884
92.15,6145.9,-46.955,0.12558,47.019,0.13976,1753.4,3.0271,1753.4,0.098918,2.0219,0.061338,32.9,-105.98,9.7765,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.14885,8503637,0,329.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0057647,NaN,NaN,NaN,NaN,2.3098,-25.426,458.01,315.89,0.5,0.33889
92.65,6122.4,-46.893,0.12473,46.956,0.13111,1752.4,3.0268,1752.4,0.098963,2.0421,0.040395,32.9,-105.98,9.7766,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.1486,8510308,0,329.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0057572,NaN,NaN,NaN,NaN,2.2407,-25.273,459.49,315.98,0.5,0.33895
93.15,6099,-46.831,0.12393,46.893,0.12511,1751.4,3.0264,1751.4,0.099009,2.0506,0.017088,32.9,-105.98,9.7766,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.14836,8516973,0,329.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0057498,NaN,NaN,NaN,NaN,2.1502,-25.121,460.96,316.08,0.5,0.33901
93.65,6075.6,-46.769,0.12323,46.831,0.12779,1750.3,3.026,1750.3,0.099054,2.0337,0.03382,32.9,-105.98,9.7767,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.14812,8523675,0,329.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0057423,NaN,NaN,NaN,NaN,1.9178,-24.968,462.44,316.17,0.5,0.33906
94.15,6052.2,-46.708,0.12283,46.771,0.15341,1749.3,3.0256,1749.3,0.099099,1.9878,0.091909,32.9,-105.98,9.7768,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.14789,8530605,0,329.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0057346,NaN,NaN,NaN,NaN,1.6265,-24.816,463.91,316.26,0.5,0.33912
94.65,6028.9,-46.647,0.12188,46.709,0.14341,1748.3,3.0253,1748.3,0.099142,1.95,0.075561,32.9,-105.98,9.7768,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.14765,8537057,0,329.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0057267,NaN,NaN,NaN,NaN,1.6582,-24.664,465.38,316.35,0.5,0.33918
95.15,6005.5,-46.586,0.12089,46.647,0.12423,1747.4,3.0249,1747.4,0.099185,1.9356,0.028645,32.9,-105.98,9.7769,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.14741,8543403,0,328.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005719,NaN,NaN,NaN,NaN,1.8419,-24.513,466.85,316.44,0.5,0.33923
95.65,5982.3,-46.526,0.1202,46.587,0.12359,1746.4,3.0245,1746.4,0.099228,1.95,0.028772,32.9,-105.98,9.777,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.14718,8549948,0,328.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0057115,NaN,NaN,NaN,NaN,2.0979,-24.361,468.31,316.54,0.5,0.33929
96.15,5959,-46.467,0.11941,46.526,0.12004,1745.4,3.0241,1745.4,0.099271,1.9439,0.01233,32.9,-105.98,9.7771,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.14694,8556367,0,328.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0057043,NaN,NaN,NaN,NaN,1.9188,-24.21,469.78,316.63,0.5,0.33935
96.65,5935.8,-46.407,0.11869,46.467,0.11882,1744.5,3.0238,1744.5,0.099314,1.9467,0.0057081,32.9,-105.98,9.7771,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.14671,8562802,0,328.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0056969,NaN,NaN,NaN,NaN,1.9974,-24.059,471.24,316.72,0.5,0.33941
97.15,5912.6,-46.348,0.11917,46.408,0.12867,1743.5,3.0234,1743.5,0.099358,1.971,0.048518,32.9,-105.98,9.7772,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.14648,8570238,0,328.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0056897,NaN,NaN,NaN,NaN,2.2009,-23.908,472.75,316.81,0.5,0.33946
97.65,5889.5,-46.288,0.11978,46.348,0.11988,1742.5,3.023,1742.5,0.099402,1.9685,0.005029,32.9,-105.98,9.7773,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.14625,8577849,0,328.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0056826,NaN,NaN,NaN,NaN,1.974,-23.757,474.3,316.9,0.5,0.33952
98.15,5866.3,-46.228,0.12025,46.288,0.12216,1741.5,3.0227,1741.5,0.099446,1.9577,0.021528,32.9,-105.98,9.7773,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.14602,8585426,0,328.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0056752,NaN,NaN,NaN,NaN,1.8943,-23.606,475.84,316.99,0.5,0.33957
98.65,5843.2,-46.167,0.12042,46.228,0.12088,1740.5,3.0223,1740.5,0.09949,1.9525,0.010478,32.9,-105.98,9.7774,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.14579,8592823,0,328.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0056678,NaN,NaN,NaN,NaN,1.9352,-23.456,477.38,317.08,0.5,0.33963
99.15,5820.2,-46.107,0.12041,46.167,0.12206,1739.6,3.0219,1739.6,0.099533,1.9425,0.019955,32.9,-105.98,9.7775,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.14556,8600104,0,328.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0056604,NaN,NaN,NaN,NaN,1.8858,-23.306,478.91,317.18,0.5,0.33969
99.65,5797.1,-46.047,0.12033,46.108,0.12669,1738.6,3.0216,1738.6,0.099577,1.9623,0.03966,32.9,-105.98,9.7776,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.14533,8607343,0,328.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005653,NaN,NaN,NaN,NaN,2.1535,-23.156,480.45,317.27,0.5,0.33974
100.15,5774.1,-45.987,0.1199,46.047,0.12012,1737.6,3.0212,1737.6,0.099621,1.9587,0.0072497,32.9,-105.98,9.7776,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.1451,8614304,0,328.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0056458,NaN,NaN,NaN,NaN,1.9548,-23.006,481.98,317.36,0.5,0.3398
100.65,5751.1,-45.927,0.11952,45.987,0.1202,1736.6,3.0208,1736.6,0.099665,1.9651,0.012764,32.9,-105.98,9.7777,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.14487,8621294,0,328.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0056384,NaN,NaN,NaN,NaN,2.0442,-22.857,483.51,317.45,0.5,0.33986
101.15,5728.2,-45.868,0.11903,45.927,0.1198,1735.6,3.0205,1735.6,0.09971,1.9583,0.013616,32.9,-105.98,9.7778,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.14464,8628180,0,328.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0056311,NaN,NaN,NaN,NaN,1.928,-22.707,485.04,317.54,0.5,0.33991
101.65,5705.3,-45.809,0.11856,45.868,0.12619,1734.7,3.0201,1734.7,0.099754,1.9367,0.0432,32.9,-105.98,9.7778,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.14441,8635069,0,328.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0056238,NaN,NaN,NaN,NaN,1.7841,-22.558,486.56,317.63,0.5,0.33997
102.15,5682.4,-45.75,0.1179,45.809,0.11876,1733.7,3.0197,1733.7,0.099797,1.9296,0.01423,32.9,-105.98,9.7779,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.14418,8641772,0,328.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0056164,NaN,NaN,NaN,NaN,1.8968,-22.409,488.09,317.72,0.5,0.34003
102.65,5659.5,-45.691,0.1175,45.751,0.13644,1732.7,3.0194,1732.7,0.09984,1.8949,0.069364,32.9,-105.98,9.778,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.14396,8648661,0,328.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0056091,NaN,NaN,NaN,NaN,1.6348,-22.26,489.61,317.81,0.5,0.34013
103.15,5636.7,-45.633,0.11663,45.691,0.11721,1731.8,3.019,1731.8,0.099883,1.9007,0.011645,32.9,-105.98,9.778,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.14373,8655134,0,328.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0056017,NaN,NaN,NaN,NaN,1.9745,-22.112,491.13,317.9,0.5,0.34023
103.65,5613.9,-45.574,0.11614,45.633,0.12731,1730.8,3.0187,1730.8,0.099926,1.9268,0.052149,32.9,-105.98,9.7781,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.14351,8661881,0,328.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0055946,NaN,NaN,NaN,NaN,2.167,-21.963,492.65,317.99,0.5,0.34031
104.15,5591.1,-45.517,0.11529,45.574,0.11604,1729.9,3.0183,1729.9,0.09997,1.9202,0.01319,32.9,-105.98,9.7782,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.14328,8668286,0,328.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0055877,NaN,NaN,NaN,NaN,1.8917,-21.815,494.17,318.08,0.5,0.34037
104.65,5568.4,-45.46,0.11463,45.517,0.11517,1728.9,3.0179,1728.9,0.10001,1.9146,0.011225,32.9,-105.98,9.7783,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.14306,8674808,0,328.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0055806,NaN,NaN,NaN,NaN,1.8942,-21.667,495.68,318.17,0.5,0.34043
105.15,5545.7,-45.403,0.11397,45.46,0.11633,1728,3.0176,1728,0.10006,1.9029,0.023291,32.9,-105.98,9.7783,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.14284,8681299,0,328.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0055736,NaN,NaN,NaN,NaN,1.8331,-21.519,497.19,318.26,0.5,0.3405
105.65,5523,-45.346,0.11341,45.403,0.12188,1727,3.0172,1727,0.1001,1.9252,0.044634,32.9,-105.98,9.7784,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.14262,8687832,0,328.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0055665,NaN,NaN,NaN,NaN,2.1333,-21.372,498.71,318.35,0.5,0.34056
106.15,5500.3,-45.289,0.11312,45.348,0.14931,1726,3.0169,1726,0.10015,1.974,0.097457,32.9,-105.98,9.7785,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.14241,8694574,0,328.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0055597,NaN,NaN,NaN,NaN,2.3975,-21.224,500.21,318.44,0.5,0.34061
106.65,5477.7,-45.233,0.11185,45.289,0.11389,1725,3.0165,1725,0.10019,1.9847,0.021494,32.9,-105.98,9.7785,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.14218,8700441,0,328.73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0055532,NaN,NaN,NaN,NaN,2.0978,-21.077,501.72,318.53,0.5,0.34067
107.15,5455.1,-45.178,0.11117,45.233,0.11161,1724,3.0162,1724,0.10024,1.9896,0.0098856,32.9,-105.98,9.7786,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.14197,8706744,0,328.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0055464,NaN,NaN,NaN,NaN,2.0553,-20.93,503.23,318.62,0.5,0.34072
107.65,5432.5,-45.122,0.11062,45.178,0.12179,1723.1,3.0158,1723.1,0.10028,1.9642,0.050948,32.9,-105.98,9.7787,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.14176,8713113,0,328.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0055397,NaN,NaN,NaN,NaN,1.7822,-20.783,504.73,318.7,0.5,0.34078
108.15,5410,-45.067,0.11157,45.124,0.14958,1722.1,3.0154,1722.1,0.10033,1.9144,0.099624,32.9,-105.98,9.7787,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.14155,8720783,0,328.74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0055327,NaN,NaN,NaN,NaN,1.5349,-20.636,506.3,318.79,0.5,0.34083
108.65,5387.4,-45.011,0.11177,45.067,0.11364,1721.1,3.0151,1721.1,0.10037,1.9246,0.020519,32.9,-105.98,9.7788,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.14133,8727913,0,328.74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0055255,NaN,NaN,NaN,NaN,2.033,-20.49,507.88,318.88,0.5,0.34089
109.15,5364.9,-44.955,0.11232,45.011,0.12296,1720.2,3.0147,1720.2,0.10042,1.9496,0.050044,32.9,-105.98,9.7789,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.14111,8735385,0,328.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0055187,NaN,NaN,NaN,NaN,2.1774,-20.343,509.46,318.97,0.5,0.34094
109.65,5342.5,-44.898,0.11234,44.955,0.11344,1719.2,3.0144,1719.2,0.10046,1.9575,0.0158,32.9,-105.98,9.7789,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.1409,8742470,0,328.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0055121,NaN,NaN,NaN,NaN,2.0465,-20.197,511.04,319.06,0.5,0.341
110.15,5320,-44.842,0.11237,44.899,0.11635,1718.2,3.014,1718.2,0.10051,1.9726,0.030159,32.9,-105.98,9.779,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.14068,8749598,0,328.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0055053,NaN,NaN,NaN,NaN,2.1194,-20.051,512.62,319.15,0.5,0.34109
110.65,5297.6,-44.786,0.11217,44.842,0.11349,1717.2,3.0137,1717.2,0.10055,1.9813,0.017259,32.9,-105.98,9.7791,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.14047,8756544,0,328.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0054985,NaN,NaN,NaN,NaN,2.0758,-19.905,514.2,319.24,0.5,0.34117
111.15,5275.3,-44.73,0.1119,44.786,0.11576,1716.2,3.0133,1716.2,0.1006,1.9664,0.029644,32.9,-105.98,9.7792,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.14025,8763437,0,328.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0054917,NaN,NaN,NaN,NaN,1.8719,-19.76,515.77,319.32,0.5,0.34122
111.65,5252.9,-44.674,0.11151,44.73,0.11348,1715.2,3.013,1715.2,0.10064,1.9559,0.021061,32.9,-105.98,9.7792,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.14004,8770232,0,328.74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0054848,NaN,NaN,NaN,NaN,1.896,-19.614,517.35,319.41,0.5,0.34128
112.15,5230.6,-44.619,0.1111,44.675,0.11262,1714.3,3.0126,1714.3,0.10069,1.9651,0.018457,32.9,-105.98,9.7793,NaN,NaN,NaN,NaN,33238,0,NaN,NaN,NaN,NaN,NaN,0.13983,8776987,0,328.73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0054779,NaN,NaN,NaN,NaN,2.064,-19.469,518.92,319.5,0.5,0.34134
